[13/06/2022 12:03:36 - INFO] Discord Presence activated
[13/06/2022 12:03:36 - INFO] Creating discord-rpc client
[13/06/2022 12:15:32 - TRACE] VSCode language id: html
[13/06/2022 12:15:34 - TRACE] VSCode language id: html
[13/06/2022 12:15:35 - TRACE] VSCode language id: html
[13/06/2022 12:15:37 - TRACE] VSCode language id: html
[13/06/2022 12:49:04 - TRACE] VSCode language id: css
[13/06/2022 12:49:10 - TRACE] VSCode language id: html
[13/06/2022 12:49:10 - TRACE] VSCode language id: html
[13/06/2022 12:49:19 - TRACE] VSCode language id: css
[13/06/2022 12:49:19 - TRACE] VSCode language id: css
[13/06/2022 12:50:17 - TRACE] VSCode language id: css
[13/06/2022 12:50:17 - TRACE] VSCode language id: css
[13/06/2022 12:50:22 - TRACE] VSCode language id: css
[13/06/2022 12:50:24 - TRACE] VSCode language id: css
[13/06/2022 12:50:27 - TRACE] VSCode language id: css
[13/06/2022 12:50:29 - TRACE] VSCode language id: css
[13/06/2022 13:52:09 - TRACE] VSCode language id: html
[13/06/2022 13:52:09 - TRACE] VSCode language id: html
[13/06/2022 13:52:14 - TRACE] VSCode language id: html
[13/06/2022 13:52:16 - TRACE] VSCode language id: html
[13/06/2022 13:56:26 - TRACE] VSCode language id: css
[13/06/2022 13:56:26 - TRACE] VSCode language id: css
[13/06/2022 13:56:29 - TRACE] VSCode language id: html
[13/06/2022 13:56:29 - TRACE] VSCode language id: html
[13/06/2022 14:24:49 - TRACE] VSCode language id: html
[13/06/2022 14:24:51 - TRACE] VSCode language id: html
[13/06/2022 14:24:53 - TRACE] VSCode language id: html
[13/06/2022 14:24:55 - TRACE] VSCode language id: html
[13/06/2022 14:25:20 - TRACE] VSCode language id: html
[13/06/2022 14:25:22 - TRACE] VSCode language id: html
[13/06/2022 14:25:25 - TRACE] VSCode language id: html
[13/06/2022 14:25:27 - TRACE] VSCode language id: html
[13/06/2022 14:25:41 - TRACE] VSCode language id: html
[13/06/2022 14:25:43 - TRACE] VSCode language id: html
[13/06/2022 14:25:45 - TRACE] VSCode language id: html
[13/06/2022 14:25:48 - TRACE] VSCode language id: html
[13/06/2022 14:26:13 - TRACE] VSCode language id: html
[13/06/2022 14:26:15 - TRACE] VSCode language id: html
[13/06/2022 14:26:21 - TRACE] VSCode language id: html
[13/06/2022 14:26:23 - TRACE] VSCode language id: html
[13/06/2022 14:26:26 - TRACE] VSCode language id: html
[13/06/2022 15:29:18 - TRACE] VSCode language id: css
[13/06/2022 15:29:18 - TRACE] VSCode language id: css
[13/06/2022 15:29:39 - TRACE] VSCode language id: html
[13/06/2022 15:29:39 - TRACE] VSCode language id: html
[13/06/2022 15:29:54 - TRACE] VSCode language id: html
[13/06/2022 15:29:56 - TRACE] VSCode language id: html
[13/06/2022 15:29:59 - TRACE] VSCode language id: html
[13/06/2022 15:30:01 - TRACE] VSCode language id: html
[13/06/2022 15:30:03 - TRACE] VSCode language id: html
[13/06/2022 15:30:05 - TRACE] VSCode language id: html
[13/06/2022 15:30:08 - TRACE] VSCode language id: html
[13/06/2022 15:30:10 - TRACE] VSCode language id: html
[13/06/2022 15:30:28 - TRACE] VSCode language id: css
[13/06/2022 15:30:28 - TRACE] VSCode language id: css
[13/06/2022 15:30:33 - TRACE] VSCode language id: css
[13/06/2022 15:30:35 - TRACE] VSCode language id: css
[13/06/2022 15:30:35 - TRACE] VSCode language id: html
[13/06/2022 15:30:35 - TRACE] VSCode language id: html
[13/06/2022 15:30:39 - TRACE] VSCode language id: html
[13/06/2022 15:30:42 - TRACE] VSCode language id: html
[13/06/2022 15:30:44 - TRACE] VSCode language id: html
[13/06/2022 15:30:48 - TRACE] VSCode language id: html
[13/06/2022 15:30:50 - TRACE] VSCode language id: html
[13/06/2022 15:30:52 - TRACE] VSCode language id: html
[13/06/2022 15:30:55 - TRACE] VSCode language id: html
[13/06/2022 15:30:57 - TRACE] VSCode language id: html
[13/06/2022 15:30:59 - TRACE] VSCode language id: html
[13/06/2022 15:31:01 - TRACE] VSCode language id: html
[13/06/2022 15:31:31 - TRACE] VSCode language id: html
[13/06/2022 15:31:33 - TRACE] VSCode language id: html
[13/06/2022 15:31:35 - TRACE] VSCode language id: html
[13/06/2022 15:31:38 - TRACE] VSCode language id: html
[13/06/2022 15:31:40 - TRACE] VSCode language id: html
[13/06/2022 15:31:42 - TRACE] VSCode language id: html
[13/06/2022 15:31:45 - TRACE] VSCode language id: html
[13/06/2022 15:31:46 - TRACE] VSCode language id: html
[13/06/2022 15:31:48 - TRACE] VSCode language id: html
[13/06/2022 15:31:51 - TRACE] VSCode language id: html
